"","utterance","response","response_time","speaker","responder","utterance_time","error","age","past_tense","plural","overlap","source_file","overreg_candidate"
"332","I already started","you look like you're making a mess to me",-0.33600000000024,"CHI","MOT",2.04300000000012,TRUE,36,TRUE,FALSE,TRUE,"fraser/3-00-10a.xml",TRUE
"333","oops it come downs again","well put it on the floor",2.98100000000022,"CHI","MOT",2.10099999999966,TRUE,36,FALSE,TRUE,FALSE,"fraser/3-00-10a.xml",TRUE
"334","but we didn't went in","but you didn't went in",0.163000000000011,"CHI","MOT",1.85699999999997,TRUE,36,TRUE,FALSE,FALSE,"fraser/3-00-10b.xml",TRUE
"335","but you don't stamped on books do you","no",-0.627000000000066,"CHI","MOT",2.94900000000007,TRUE,36,TRUE,FALSE,TRUE,"fraser/3-00-10b.xml",TRUE
"336","I already done the kangaroo","you've already done the kangaroo haven't you",0,"CHI","MOT",2.92500000000018,TRUE,36,TRUE,FALSE,FALSE,"fraser/3-00-10b.xml",TRUE
"337","but why she not picking those muds up","she will do in a minute",0.759999999999764,"CHI","MOT",3.28499999999985,TRUE,36,FALSE,TRUE,FALSE,"fraser/3-00-10b.xml",TRUE
"338","did I broke it","I hope not",0.115999999999985,"CHI","MOT",1.67200000000003,TRUE,36,TRUE,FALSE,FALSE,"fraser/3-00-10b.xml",TRUE
"339","I hope I didn't broke it","and I hope you didn't break it as well",0.0909999999998945,"CHI","MOT",2.35699999999997,TRUE,36,TRUE,FALSE,FALSE,"fraser/3-00-10b.xml",TRUE
"340","did somebody made a mess","yeah",0.173999999999978,"CHI","MOT",2.28700000000003,TRUE,36,TRUE,FALSE,FALSE,"fraser/3-00-11a.xml",TRUE
"341","I run away","and you had to have your tea didn't you",0.546000000000276,"CHI","MOT",1.17200000000003,TRUE,36,TRUE,FALSE,FALSE,"fraser/3-00-11a.xml",TRUE
"342","why did we already done them","why've we already done them",0.834000000000287,"CHI","MOT",2.57299999999987,TRUE,36,TRUE,FALSE,FALSE,"fraser/3-00-11a.xml",TRUE
"343","we haven't got I haven't got blue pile today","have you not",0.165999999999997,"CHI","MOT",4.504,TRUE,36,TRUE,FALSE,FALSE,"fraser/3-00-13b.xml",TRUE
"344","we haven't got blue pile today","what happened to the blue pile then",0.0579999999999927,"CHI","MOT",2.54300000000001,TRUE,36,TRUE,FALSE,FALSE,"fraser/3-00-13b.xml",TRUE
"345","that's why it breaked","it's not very good is it",0.0649999999999977,"CHI","MOT",2.089,TRUE,36,TRUE,FALSE,FALSE,"fraser/3-00-13b.xml",TRUE
"346","I taked them off","oh Fraser",0.046999999999997,"CHI","MOT",1.52100000000002,TRUE,36,TRUE,FALSE,FALSE,"fraser/3-00-13b.xml",TRUE
"347","and I were xxx","did you go to babyschool today",0.127999999999986,"CHI","MOT",1.21899999999999,TRUE,36,TRUE,FALSE,FALSE,"fraser/3-00-13b.xml",TRUE
"348","but you wasn't cross","who wasn't cross",0.173999999999978,"CHI","MOT",1.60199999999986,TRUE,36,TRUE,FALSE,FALSE,"fraser/3-00-13b.xml",TRUE
"349","Little_bear hurted it","Little_bear hurt it",0.0230000000001382,"CHI","MOT",3.16899999999987,TRUE,36,TRUE,FALSE,FALSE,"fraser/3-00-13b.xml",TRUE
"350","I want read these ones","no",-1.97299999999996,"CHI","MOT",1.97299999999996,TRUE,36,FALSE,TRUE,TRUE,"fraser/3-00-13v.xml",TRUE
"351","look I got dinosaur piece","yeah keep going",0,"CHI","MOT",1.67200000000003,TRUE,36,TRUE,FALSE,FALSE,"fraser/3-00-13v.xml",TRUE
"352","I breaked the Thomas thing","you did",0.559000000000083,"CHI","MOT",2.75099999999998,TRUE,36,TRUE,FALSE,FALSE,"fraser/3-00-15b.xml",TRUE
"353","I telled them off","did you",0.0930000000000746,"CHI","MOT",1.38199999999983,TRUE,36,TRUE,FALSE,FALSE,"fraser/3-00-15b.xml",TRUE
"354","that bit came off","mhm hm",-1.75300000000016,"CHI","MOT",1.77600000000029,TRUE,36,TRUE,FALSE,TRUE,"fraser/3-00-15b.xml",TRUE
"355","it breaked that bit","xxx and see",1.88299999999981,"CHI","MOT",2.10100000000011,TRUE,36,TRUE,FALSE,FALSE,"fraser/3-00-15b.xml",TRUE
"356","they came out","what's come out",0.469000000000051,"CHI","MOT",1.3119999999999,TRUE,36,TRUE,FALSE,FALSE,"fraser/3-00-15b.xml",TRUE
"357","it falled a bit","does it go",0.603999999999814,"CHI","MOT",1.53200000000015,TRUE,36,TRUE,FALSE,FALSE,"fraser/3-00-15b.xml",TRUE
"358","why is that truck fell down","I don't know",0.341999999999985,"CHI","MOT",3.15800000000002,TRUE,36,TRUE,FALSE,FALSE,"fraser/3-00-16a.xml",TRUE
"359","my trousers came off","come on let's get your pants back on please",3.66799999999989,"CHI","MOT",2.47299999999996,TRUE,36,TRUE,TRUE,FALSE,"fraser/3-00-16a.xml",TRUE
"360","but why is that truck fell off","pardon",0.186000000000149,"CHI","MOT",2.87999999999988,TRUE,36,TRUE,FALSE,FALSE,"fraser/3-00-16a.xml",TRUE
"361","now that one woken up didn't it","yeah he's woken up hasn't he",0,"CHI","MOT",2.6239999999998,TRUE,36,TRUE,FALSE,FALSE,"fraser/3-00-16a.xml",TRUE
"362","but why she got why has she got mask","well they've all got masks haven't they because they've all made masks at school",0.75,"CHI","MOT",3.63399999999996,TRUE,36,TRUE,FALSE,FALSE,"fraser/3-00-16b.xml",TRUE
"363","he taked it off","he did",0.0249999999999773,"CHI","MOT",1.39300000000003,TRUE,36,TRUE,FALSE,FALSE,"fraser/3-00-16b.xml",TRUE
"364","when I falled","did you bang it",0.118999999999915,"CHI","MOT",1.85800000000017,TRUE,36,TRUE,FALSE,FALSE,"fraser/3-00-16b.xml",TRUE
"365","did you caught me","yeah",0.0430000000001201,"CHI","MOT",2.19499999999994,TRUE,36,TRUE,FALSE,FALSE,"fraser/3-00-16b.xml",TRUE
"366","who breaked the big truck","nobody broke it Fraser",0,"CHI","MOT",2.8900000000001,TRUE,36,TRUE,FALSE,FALSE,"fraser/3-00-16b.xml",TRUE
"367","I throwed it","yeah",0.0740000000000691,"CHI","MOT",1.68299999999999,TRUE,36,TRUE,FALSE,FALSE,"fraser/3-00-16b.xml",TRUE
"368","we got some when we goed to the beach didn't we","that's right",0.267000000000053,"CHI","MOT",3.64499999999998,TRUE,36,TRUE,FALSE,FALSE,"fraser/3-00-16b.xml",TRUE
"369","no it was Bob singed it","oh was it Bob singing",0.104000000000042,"CHI","MOT",1.60300000000007,TRUE,36,TRUE,FALSE,FALSE,"fraser/3-00-16b.xml",TRUE
"370","look the pieces not a bit noisy","it is a bit noisy",0.105000000000018,"CHI","MOT",2.35699999999997,TRUE,36,FALSE,TRUE,FALSE,"fraser/3-00-16b.xml",TRUE
"371","who drawed on Lofty's eye","I don't know",0.11600000000044,"CHI","MOT",2.125,TRUE,36,TRUE,FALSE,FALSE,"fraser/3-00-16b.xml",TRUE
"372","um felt game gone","I don't know",0.208000000000084,"CHI","MOT",1.846,TRUE,36,TRUE,FALSE,TRUE,"fraser/3-00-16b.xml",TRUE
"373","I I eated a big yoghurt","you were eating a big yoghurt",-0.116,"CHI","MOT",2.38,TRUE,36,TRUE,FALSE,TRUE,"fraser/3-00-18a.xml",TRUE
"374","did just have one","yeah you just had one",0.174000000000035,"CHI","MOT",1.40499999999997,TRUE,36,TRUE,FALSE,FALSE,"fraser/3-00-18b.xml",TRUE
"375","I nearly goed in the mud","yeah you did didn't you",0.0230000000001382,"CHI","MOT",1.82299999999987,TRUE,36,TRUE,FALSE,FALSE,"fraser/3-00-18b.xml",TRUE
"376","did I missed him","yeah because if the door's opening that means Daddy's already in the house doesn't it",-0.267000000000053,"CHI","MOT",1.35899999999992,TRUE,36,TRUE,FALSE,TRUE,"fraser/3-00-19a.xml",TRUE
"377","and these are three mouses","three mice",0.0929999999998472,"CHI","MOT",2.50800000000027,TRUE,36,FALSE,TRUE,FALSE,"fraser/3-00-19a.xml",TRUE
"378","did you went","yeah",0.0349999999999682,"CHI","MOT",0.696000000000026,TRUE,36,TRUE,FALSE,FALSE,"fraser/3-00-19b.xml",TRUE
"379","we only bought today","oh dear",0,"CHI","MOT",1.79899999999998,TRUE,36,TRUE,FALSE,FALSE,"fraser/3-00-19b.xml",TRUE
"380","is he the baddies too","yeah",0.00300000000004275,"CHI","MOT",1.50900000000001,TRUE,36,FALSE,TRUE,FALSE,"fraser/3-00-19b.xml",TRUE
"381","is he the baddies","yes",0.602999999999952,"CHI","MOT",1.85800000000006,TRUE,36,FALSE,TRUE,FALSE,"fraser/3-00-19b.xml",TRUE
"382","that that's a baddie and that's a baddie and that's the baddie and that's a baddie and that's a baddie and that's a baddies","yes",0.0460000000000491,"CHI","MOT",8.32399999999996,TRUE,36,FALSE,TRUE,FALSE,"fraser/3-00-19b.xml",TRUE
"383","there was dustbin lorry","no",0.418000000000006,"CHI","MOT",1.82299999999998,TRUE,36,TRUE,FALSE,FALSE,"fraser/3-00-20a.xml",TRUE
"384","what's grey because that didn't go there","but I thought you said it went over there",0.572000000000116,"CHI","MOT",2.89099999999985,TRUE,36,TRUE,FALSE,FALSE,"fraser/3-00-20a.xml",TRUE
"385","I heared the people","you heard the people",0.0350000000000108,"CHI","MOT",1.405,TRUE,36,TRUE,FALSE,FALSE,"fraser/3-00-20b.xml",TRUE
"386","my foots have gone","your feet have gone",0.0579999999999927,"CHI","MOT",1.68299999999999,TRUE,36,FALSE,TRUE,FALSE,"fraser/3-00-20b.xml",TRUE
"387","do you know who was that green one was it","that's a tree",0.0470000000000255,"CHI","MOT",2.72799999999995,TRUE,36,TRUE,FALSE,FALSE,"fraser/3-00-21b.xml",TRUE
"388","I wanna read a boys","you want to read the boys",0.267000000000053,"CHI","MOT",2.06700000000001,TRUE,36,FALSE,TRUE,FALSE,"fraser/3-00-21b.xml",TRUE
"389","I think this one I think I think these ones supposed to be up","who made this",0.0950000000000273,"CHI","MOT",5.202,TRUE,36,FALSE,TRUE,FALSE,"fraser/3-00-21b.xml",TRUE
"390","it drinked it all","it drank all the juice didn't it",0.0340000000001055,"CHI","MOT",1.40499999999997,TRUE,36,TRUE,FALSE,FALSE,"fraser/3-00-21b.xml",TRUE
"391","where did you do did that","how did I do that",0.00299999999992906,"CHI","MOT",2.09000000000015,TRUE,36,TRUE,FALSE,FALSE,"fraser/3-00-21b.xml",TRUE
"392","will I just carried it","yeah",0.139000000000124,"CHI","MOT",1.67200000000003,TRUE,36,TRUE,FALSE,FALSE,"fraser/3-00-21b.xml",TRUE
"393","I nearly falled then","that's not good is it",0.662000000000006,"CHI","MOT",2.18199999999999,TRUE,36,TRUE,FALSE,FALSE,"fraser/3-00-21v.xml",TRUE
"394","the the train said it","you didn't say it",0.0700000000001637,"CHI","MOT",2.94899999999984,TRUE,36,TRUE,FALSE,FALSE,"fraser/3-00-21v.xml",TRUE
"395","how did Wendy did that","pardon",2.29599999999982,"CHI","MOT",2.22900000000004,TRUE,36,TRUE,FALSE,FALSE,"fraser/3-00-23a.xml",TRUE
"396","how did Wendy did that","like this",0.184999999999945,"CHI","MOT",1.93900000000008,TRUE,36,TRUE,FALSE,FALSE,"fraser/3-00-23a.xml",TRUE
"397","why did it went down","because he has to put it down when he puts it away",1.49800000000005,"CHI","MOT",1.99700000000007,TRUE,36,TRUE,FALSE,FALSE,"fraser/3-00-23a.xml",TRUE
"398","said they not","they are",0.0349999999999682,"CHI","MOT",1.32399999999996,TRUE,36,TRUE,FALSE,FALSE,"fraser/3-00-25a.xml",TRUE
"399","gone whoo","does it",-0.499000000000024,"CHI","MOT",1.75300000000016,TRUE,36,TRUE,FALSE,TRUE,"fraser/3-00-25a.xml",TRUE
"400","er have you just have xxx had a rectangle","had the rectangles",0.427000000000135,"CHI","MOT",5.23599999999988,TRUE,36,TRUE,FALSE,FALSE,"fraser/3-00-25a.xml",TRUE
"401","who broke it","I don't know",0.25,"CHI","MOT",3.40200000000002,TRUE,36,TRUE,FALSE,FALSE,"fraser/3-00-26a.xml",TRUE
"402","I seen Maisy in here","well bring the book over here",0.534000000000106,"CHI","MOT",2.75199999999995,TRUE,36,TRUE,FALSE,FALSE,"fraser/3-00-26a.xml",TRUE
"403","I breaked it","are you breaking it",0,"CHI","MOT",1.20699999999999,TRUE,36,TRUE,FALSE,FALSE,"fraser/3-00-26b.xml",TRUE
"404","did I missed it","yeah you missed it",0.0250000000000909,"CHI","MOT",1.33500000000004,TRUE,36,TRUE,FALSE,FALSE,"fraser/3-00-26b.xml",TRUE
"405","I sat on the Vimto","you sat on the Vimto",0.0960000000000036,"CHI","MOT",2.148,TRUE,36,TRUE,FALSE,FALSE,"fraser/3-00-27b.xml",TRUE
"406","we got lotsa things haven't we","yes",0.410999999999945,"CHI","MOT",1.97900000000004,TRUE,36,TRUE,FALSE,FALSE,"fraser/3-00-27b.xml",TRUE
"407","look the cat eated that thing","did it",0.254999999999654,"CHI","MOT",3.3090000000002,TRUE,36,TRUE,FALSE,FALSE,"fraser/3-00-27b.xml",TRUE
"408","I runned on the white bit","you did",0.06899999999996,"CHI","MOT",2.36900000000014,TRUE,36,TRUE,FALSE,FALSE,"fraser/3-00-27b.xml",TRUE
"409","where did you bought those","got them from the shops",0.0289999999999964,"CHI","MOT",1.67200000000003,TRUE,36,TRUE,FALSE,FALSE,"fraser/3-00-29a.xml",TRUE
"410","did he didn't want to play with me anymore","no",0.0119999999997162,"CHI","MOT",2.98300000000017,TRUE,36,TRUE,FALSE,FALSE,"fraser/3-00-29a.xml",TRUE
"411","this one got puddle","we've got lots of things in here but Jwww doesn't sleep in here anymore does he",0.184999999999945,"CHI","MOT",1.64899999999989,TRUE,36,TRUE,FALSE,FALSE,"fraser/3-00-29a.xml",TRUE
"412","then then we slept in this bed didn't we","did she sleep up there",0,"CHI","MOT",4.82999999999993,TRUE,36,TRUE,FALSE,FALSE,"fraser/3-00-29a.xml",TRUE
"413","you runned on crocodile lake","again",0.242999999999938,"CHI","MOT",2.24099999999999,TRUE,36,TRUE,FALSE,FALSE,"fraser/3-00-29b.xml",TRUE
"414","the but the wind breaked it","no you broke it",0.0349999999999682,"CHI","MOT",2.57799999999997,TRUE,36,TRUE,FALSE,FALSE,"fraser/3-00-29b.xml",TRUE
"415","no the wind blowed it away","no I think you were coloring with it and you broke it Fraser",0.463999999999942,"CHI","MOT",2.45000000000005,TRUE,36,TRUE,FALSE,FALSE,"fraser/3-00-29b.xml",TRUE
"416","that sound came with the owl and the pussycat","the sound",0.949000000000069,"CHI","MOT",3.44799999999987,TRUE,36,TRUE,FALSE,FALSE,"fraser/3-00-29b.xml",TRUE
"417","and lovely foots","and lovely feet",0.0119999999999436,"CHI","MOT",1.31099999999992,TRUE,36,FALSE,TRUE,FALSE,"fraser/3-00-29b.xml",TRUE
"418","someone breaked it","yeah I know",0.0349999999998545,"CHI","MOT",1.60199999999986,TRUE,36,TRUE,FALSE,FALSE,"fraser/3-00-29b.xml",TRUE
"419","I goed in that boat with Daddy and I goed that boat with you","yeah",0.0230000000001382,"CHI","MOT",4.21500000000015,TRUE,36,TRUE,FALSE,FALSE,"fraser/3-00-29b.xml",TRUE
"420","did he Jwww didn't want to go in there did he","no he didn't did he",0,"CHI","MOT",3.30899999999974,TRUE,36,TRUE,FALSE,FALSE,"fraser/3-00-29b.xml",TRUE
"421","Jwww goed on water ride didn't he","he did in the end yeah",0.293999999999869,"CHI","MOT",2.57799999999997,TRUE,36,TRUE,FALSE,FALSE,"fraser/3-00-29b.xml",TRUE
"422","I done the outside now I gonna going to do the inside","now you're gonna going to do the inside",0.0790000000001783,"CHI","MOT",3.44799999999987,TRUE,36,TRUE,FALSE,FALSE,"fraser/3-00-29b.xml",TRUE
"423","when you were little girl","yeah when I was a little girl like you Mummy used to have this book",0.0749999999998181,"CHI","MOT",1.5440000000001,TRUE,36,TRUE,FALSE,FALSE,"fraser/3-00-30a.xml",TRUE
"424","he he threw the candle then he xxx","he threw the candles",-0.727000000000317,"CHI","MOT",3.59999999999991,TRUE,36,TRUE,FALSE,TRUE,"fraser/3-00-30a.xml",TRUE
"425","got","might have to put a belt on you as well",-0.451999999999998,"CHI","MOT",0.556999999999988,TRUE,36,TRUE,FALSE,TRUE,"fraser/3-00-30b.xml",TRUE
"426","it got a trunk didn't it","it did didn't it",0.0230000000000246,"CHI","MOT",2.41500000000008,TRUE,36,TRUE,FALSE,FALSE,"fraser/3-00-30b.xml",TRUE
"427","did did did I lick it when I when I goed in the kitchen","did you like it",1.06500000000005,"CHI","MOT",5.34100000000001,TRUE,36,TRUE,FALSE,FALSE,"fraser/3-00-30b.xml",TRUE
"428","when I goed in the kitchen","what the cheese",0.0119999999999436,"CHI","MOT",1.78800000000001,TRUE,36,TRUE,FALSE,FALSE,"fraser/3-00-30b.xml",TRUE
"429","the man taked my bouncy castle didn't he","he did yeah",0,"CHI","MOT",3.49500000000012,TRUE,36,TRUE,FALSE,FALSE,"fraser/3-00-30b.xml",TRUE
"430","lots lots lots colors don't I","yeah",0.267000000000053,"CHI","MOT",3.04199999999992,TRUE,36,FALSE,TRUE,FALSE,"fraser/3-00-30b.xml",TRUE
"431","I'm stayed here","can you just get up a minute",0.614999999999782,"CHI","MOT",2.92599999999993,TRUE,36,TRUE,FALSE,FALSE,"fraser/3-00-30b.xml",TRUE
"432","no he got three eyes","oh who's got three eyes",-0.208999999999833,"CHI","MOT",1.71900000000005,TRUE,37,FALSE,TRUE,TRUE,"fraser/3-01-00a.xml",TRUE
"433","and and you would be cross didn't you","yes I would be cross",0.0240000000000009,"CHI","MOT",2.90199999999999,TRUE,37,TRUE,FALSE,FALSE,"fraser/3-01-02b.xml",TRUE
"434","but when I go growed up I can be space explorer","when you grow up you can be what",0.189999999999998,"CHI","MOT",5.43299999999999,TRUE,37,TRUE,FALSE,FALSE,"fraser/3-01-02b.xml",TRUE
"435","did you didn't do Strum","no I didn't do Strum",0.0470000000000255,"CHI","MOT",2.22899999999981,TRUE,37,TRUE,FALSE,FALSE,"fraser/3-01-02b.xml",TRUE
"436","I had big Macdonalds","what did you have",0.0579999999999927,"CHI","MOT",2.29899999999998,TRUE,37,TRUE,FALSE,FALSE,"fraser/3-01-02b.xml",TRUE
"437","I knew you you were blame Jwww","I'm not blaming Jwww",1.8159999999998,"CHI","MOT",2.54199999999992,TRUE,37,TRUE,FALSE,FALSE,"fraser/3-01-02b.xml",TRUE
"438","did you caught me","I did",0.0820000000000221,"CHI","MOT",1.22999999999999,TRUE,37,TRUE,FALSE,FALSE,"fraser/3-01-03a.xml",TRUE
"439","did you told me it's purple","mhm hm",0.0240000000000009,"CHI","MOT",2.55400000000009,TRUE,37,TRUE,FALSE,FALSE,"fraser/3-01-03a.xml",TRUE
"440","did Daddy and me drew it","yeah you and Daddy drew that didn't you",0.0250000000000909,"CHI","MOT",2.99599999999987,TRUE,37,TRUE,FALSE,FALSE,"fraser/3-01-03a.xml",TRUE
"441","hey it stuck to me hand","it stuck on your hand",0.16800000000012,"CHI","MOT",2.49599999999964,TRUE,37,TRUE,FALSE,FALSE,"fraser/3-01-03a.xml",TRUE
