utterance,response,speaker,responder,error,age,response_time,utterance_time,past_tense,plural,overreg,overlap,source_file,error_type,rl
did share with Frosty,yeah,CHI,FAT,TRUE,32,0.6970000000001164,1.9849999999996726,TRUE,FALSE,FALSE,FALSE,eleanor/2-08-11b.xml,other error,1
out of the bones,shall we get some paper,CHI,MOT,FALSE,33,4.6340000000000146,1.8689999999999998,FALSE,TRUE,FALSE,FALSE,eleanor/2-09-01a.xml,no error,5
and he puffed,and he blew the new house of straw all down,CHI,MOT,FALSE,33,0.3669999999997344,1.2770000000000437,TRUE,FALSE,FALSE,FALSE,eleanor/2-09-01a.xml,no error,10
puffed,blow the house down,CHI,MOT,FALSE,33,0.2179999999998472,6.233999999999924,TRUE,FALSE,FALSE,FALSE,eleanor/2-09-01a.xml,no error,4
he's been he waked up too early,woke up too early darling,CHI,MOT,TRUE,33,0.05599999999958527,3.2970000000000255,TRUE,FALSE,FALSE,FALSE,eleanor/2-09-01a.xml,other error,5
he not going to get any presents,he's getting no presents,CHI,MOT,TRUE,33,-0.6739999999999782,3.3089999999997417,FALSE,TRUE,FALSE,TRUE,eleanor/2-09-01a.xml,other error,5
hand printers,no,CHI,MOT,FALSE,33,0.34900000000016007,0.7080000000000837,FALSE,TRUE,FALSE,FALSE,eleanor/2-09-01a.xml,no error,1
we did the food,which food,CHI,MOT,FALSE,33,0.19700000000011642,1.4859999999998763,TRUE,FALSE,FALSE,FALSE,eleanor/2-09-01a.xml,no error,2
I done it,no,CHI,MOT,TRUE,33,0,1.5679999999999836,TRUE,FALSE,FALSE,FALSE,eleanor/2-09-01b.xml,other error,1
I did it,think you did,CHI,MOT,FALSE,33,0.33599999999978536,1.1840000000001965,TRUE,FALSE,FALSE,FALSE,eleanor/2-09-02a.xml,no error,3
you have to broke them do you,not broke them,CHI,MOT,TRUE,33,-0.56899999999996,2.088999999999942,TRUE,FALSE,FALSE,TRUE,eleanor/2-09-02a.xml,other error,3
no they not gone out,where have they gone,CHI,MOT,TRUE,33,0,1.8809999999998581,TRUE,FALSE,FALSE,FALSE,eleanor/2-09-02b.xml,other error,4
you didn't,I did,CHI,MOT,FALSE,33,0.047000000000025466,1.1720000000000255,TRUE,FALSE,FALSE,FALSE,eleanor/2-09-02b.xml,no error,2
you didn't,come on,CHI,MOT,FALSE,33,-0.37199999999984357,0.6849999999999454,TRUE,FALSE,FALSE,TRUE,eleanor/2-09-02b.xml,no error,2
I I wanted you drink it,alright,CHI,MOT,FALSE,33,-0.650000000000091,4.899000000000115,TRUE,FALSE,FALSE,TRUE,eleanor/2-09-03a.xml,no error,1
was it down the bucket,thank you,CHI,MOT,FALSE,33,0.24399999999968713,1.7420000000001892,TRUE,FALSE,FALSE,FALSE,eleanor/2-09-03a.xml,no error,2
you didn't,come on,CHI,MOT,FALSE,33,-0.3020000000001346,0.8240000000000691,TRUE,FALSE,FALSE,TRUE,eleanor/2-09-03b.xml,no error,2
because Ted was come early,NA,CHI,MOT,TRUE,33,0.011999999999943611,2.1130000000000564,TRUE,FALSE,FALSE,FALSE,eleanor/2-09-04a.xml,other error,NA
there's no heart in fishes drawing,oh right,CHI,MOT,FALSE,33,0.06899999999995998,3.3789999999999054,FALSE,TRUE,FALSE,FALSE,eleanor/2-09-04a.xml,no error,2
I've not looked,right,CHI,MOT,FALSE,33,0.1269999999999527,1.9039999999999964,TRUE,FALSE,FALSE,FALSE,eleanor/2-09-04a.xml,no error,1
will you xxx made us pancakes,what,CHI,MOT,FALSE,33,0.7550000000001091,4.179000000000087,TRUE,FALSE,FALSE,FALSE,eleanor/2-09-04a.xml,no error,1
chicks,chicks,CHI,MOT,FALSE,33,-0.9980000000000473,1.05600000000004,FALSE,TRUE,FALSE,TRUE,eleanor/2-09-04a.xml,no error,1
he she he didn't xxx yes please,what did he mean,CHI,MOT,FALSE,33,0.022999999999683496,5.480000000000018,TRUE,FALSE,FALSE,FALSE,eleanor/2-09-04a.xml,no error,4
we need cups don't we,yeah,CHI,FAT,FALSE,33,-1.6370000000000005,2.843999999999994,FALSE,TRUE,FALSE,TRUE,eleanor/2-09-04b.xml,no error,1
you burned your arm,that's right,CHI,FAT,TRUE,33,1.1459999999999582,4.005999999999972,TRUE,FALSE,TRUE,FALSE,eleanor/2-09-04b.xml,overregularization,3
the tea's fell out,again,CHI,FAT,TRUE,33,0,1.9389999999999645,TRUE,FALSE,FALSE,FALSE,eleanor/2-09-04b.xml,other error,1
who spilled it,mm,CHI,FAT,TRUE,33,0.010999999999967258,1.4750000000000227,TRUE,FALSE,TRUE,FALSE,eleanor/2-09-04b.xml,overregularization,1
curtains,hm,CHI,FAT,FALSE,33,-0.36000000000012733,1.3700000000001182,FALSE,TRUE,FALSE,TRUE,eleanor/2-09-04b.xml,no error,1
then they saw a knock on the door,mhm,CHI,FAT,TRUE,33,1.34699999999998,3.4019999999998163,TRUE,FALSE,FALSE,FALSE,eleanor/2-09-04b.xml,other error,1
then the big bad wolf puffed then he puffed then he blowed the house down,uhoh,CHI,FAT,TRUE,33,0.010999999999967258,7.199000000000069,TRUE,FALSE,TRUE,FALSE,eleanor/2-09-04b.xml,overregularization,1
did you like orange,hm,CHI,FAT,FALSE,33,0.13999999999987267,1.6710000000002765,TRUE,FALSE,FALSE,FALSE,eleanor/2-09-04b.xml,no error,1
gingerbread men,hurray for Eleanor,CHI,FAT,FALSE,33,0.03499999999985448,1.0909999999998945,FALSE,TRUE,FALSE,FALSE,eleanor/2-09-04b.xml,no error,3
I have blues as well,are you copying me again,CHI,MOT,TRUE,33,0.34900000000016007,2.030999999999949,FALSE,TRUE,FALSE,FALSE,eleanor/2-09-05b.xml,other error,5
xxx you went back,remember,CHI,MOT,FALSE,33,0.11599999999999966,1.671999999999997,TRUE,FALSE,FALSE,FALSE,eleanor/2-09-05v.xml,no error,1
I won,no,CHI,MOT,FALSE,33,-0.03499999999996817,1.27699999999993,TRUE,FALSE,FALSE,TRUE,eleanor/2-09-05v.xml,no error,1
I got a bigger fish,oh,CHI,MOT,TRUE,33,0.16200000000003456,1.5439999999999827,TRUE,FALSE,FALSE,FALSE,eleanor/2-09-05v.xml,other error,1
I'm blowing kisses,please,CHI,MOT,FALSE,33,-1.0909999999998945,1.3589999999999236,FALSE,TRUE,FALSE,TRUE,eleanor/2-09-05v.xml,no error,1
she didn't woke up,she didn't wake up,CHI,MOT,TRUE,33,0.27899999999999636,1.2999999999997272,TRUE,FALSE,FALSE,FALSE,eleanor/2-09-05v.xml,other error,5
I have done on the water,no,CHI,MOT,TRUE,34,0.035000000000081855,1.8109999999999218,TRUE,FALSE,FALSE,FALSE,eleanor/2-10-01a.xml,other error,1
seeds,seeds,CHI,MOT,FALSE,34,-1.1140000000000327,1.1140000000000327,FALSE,TRUE,FALSE,TRUE,eleanor/2-10-01b.xml,no error,1
then what happened Mister_bear xxx the seeds,oh,CHI,FAT,TRUE,34,0.4179999999998927,6.025000000000091,TRUE,FALSE,FALSE,FALSE,eleanor/2-10-01b.xml,other error,1
cakes,yes,CHI,FAT,FALSE,34,0.24099999999998545,0.6380000000001473,FALSE,TRUE,FALSE,FALSE,eleanor/2-10-01b.xml,no error,1
glasses xxx,oh right,CHI,FAT,FALSE,34,2.298999999999978,2.5660000000002583,FALSE,TRUE,FALSE,FALSE,eleanor/2-10-01b.xml,no error,2
did your friends,I'm so excited,CHI,FAT,FALSE,34,-0.8939999999997781,1.5789999999997235,FALSE,TRUE,FALSE,TRUE,eleanor/2-10-01b.xml,no error,4
he can help the books putting away,xxx,CHI,FAT,TRUE,34,0.010999999999967258,2.9030000000002474,FALSE,TRUE,FALSE,FALSE,eleanor/2-10-01b.xml,other error,1
this book's tored torn,this what,CHI,MOT,TRUE,34,0.010999999999967258,2.1369999999999436,TRUE,FALSE,TRUE,FALSE,eleanor/2-10-02a.xml,overregularization,2
torn,torn,CHI,MOT,FALSE,34,0.035000000000081855,1.0319999999999254,TRUE,FALSE,FALSE,FALSE,eleanor/2-10-02a.xml,no error,1
took my hairs,xxx,CHI,MOT,TRUE,34,0,1.7409999999999854,FALSE,TRUE,TRUE,FALSE,eleanor/2-10-02a.xml,overregularization,1
my tights are wet,oh,CHI,FAT,FALSE,34,0.4210000000000065,1.8579999999999899,TRUE,FALSE,FALSE,FALSE,eleanor/2-10-02b.xml,no error,1
he's done poopoo,who did,CHI,FAT,TRUE,34,0.01099999999999568,1.3349999999999795,TRUE,FALSE,FALSE,FALSE,eleanor/2-10-02b.xml,other error,2
just Teddy did weewee,oh,CHI,FAT,TRUE,34,0.20600000000001728,1.6019999999999754,TRUE,FALSE,FALSE,FALSE,eleanor/2-10-02b.xml,other error,1
he's done he's just done spilt on the swing,spilt what Darling,CHI,FAT,TRUE,34,0.13899999999989632,4.296000000000049,TRUE,FALSE,FALSE,FALSE,eleanor/2-10-02b.xml,other error,3
he he didn't spilt it,no,CHI,FAT,TRUE,34,0,1.694999999999709,TRUE,FALSE,FALSE,FALSE,eleanor/2-10-02b.xml,other error,1
he just got scarf on,oh,CHI,FAT,TRUE,34,0.08099999999967622,1.6140000000000327,TRUE,FALSE,FALSE,FALSE,eleanor/2-10-02b.xml,other error,1
he just got hat on,mm,CHI,FAT,TRUE,34,0.10999999999967258,1.4630000000001928,TRUE,FALSE,FALSE,FALSE,eleanor/2-10-02b.xml,other error,1
he just got glove on,mm,CHI,FAT,TRUE,34,0.1750000000001819,1.7989999999999782,TRUE,FALSE,FALSE,FALSE,eleanor/2-10-02b.xml,other error,1
I forgotten,oh dear,CHI,FAT,TRUE,34,0.07000000000016371,0.9519999999997708,TRUE,FALSE,FALSE,FALSE,eleanor/2-10-02b.xml,other error,2
do you think these bears ones do fit him,I hope so,CHI,FAT,TRUE,34,0.31300000000010186,3.1700000000000728,FALSE,TRUE,FALSE,FALSE,eleanor/2-10-02b.xml,other error,3
he he just done poopoo in his pants,xxx,CHI,FAT,TRUE,34,-0.9980000000000473,3.367000000000189,TRUE,FALSE,FALSE,TRUE,eleanor/2-10-02b.xml,other error,1
this old man came rolling home,stand up,CHI,MOT,FALSE,34,-1.8689999999999145,4.923000000000002,TRUE,FALSE,FALSE,TRUE,eleanor/2-10-03a.xml,no error,2
I going to swimming lessons,is it,CHI,MOT,TRUE,34,1.9510000000000218,2.367999999999938,FALSE,TRUE,FALSE,FALSE,eleanor/2-10-03a.xml,other error,2
but we done this,we've done that one haven't we,CHI,MOT,FALSE,34,-0.6730000000000018,1.102999999999838,TRUE,FALSE,FALSE,TRUE,eleanor/2-10-03a.xml,no error,8
follow these dots,follow the leader,CHI,MOT,FALSE,34,-0.6039999999998145,1.3009999999999309,FALSE,TRUE,FALSE,TRUE,eleanor/2-10-03a.xml,no error,3
I want I want some crisps,Eleanor,CHI,MOT,FALSE,34,0.16300000000001091,2.9600000000000364,FALSE,TRUE,FALSE,FALSE,eleanor/2-10-03a.xml,no error,1
I saw xxx,are you back,CHI,MOT,FALSE,34,-2.019999999999982,2.019999999999982,TRUE,FALSE,FALSE,TRUE,eleanor/2-10-03a.xml,no error,3
I just put these here,well I think we should find the tray and put them all together then we can't find them when we need them,CHI,MOT,TRUE,34,0.63799999999992,2.218000000000302,TRUE,FALSE,FALSE,FALSE,eleanor/2-10-03a.xml,other error,23
then the teddy did it,NA,CHI,MOT,FALSE,34,-2.1359999999999673,2.1359999999999673,TRUE,FALSE,FALSE,TRUE,eleanor/2-10-04v.xml,no error,NA
um the spill water spilt,no stand up,CHI,MOT,FALSE,34,-1.0790000000001783,2.3910000000000764,TRUE,FALSE,FALSE,TRUE,eleanor/2-10-05a.xml,no error,3
you did it,oh,CHI,MOT,FALSE,34,-0.4989999999997963,1.0219999999999345,TRUE,FALSE,FALSE,TRUE,eleanor/2-10-05a.xml,no error,1
down came rain,hm,CHI,FAT,TRUE,35,0.12699999999999534,1.8230000000000075,TRUE,FALSE,FALSE,FALSE,eleanor/2-11-01b.xml,other error,1
where the Bob_builder gone,xxx the fall,CHI,FAT,TRUE,35,0.11599999999998545,2.26400000000001,TRUE,FALSE,FALSE,FALSE,eleanor/2-11-01b.xml,other error,3
what happened Dada,xxx,CHI,MOT,FALSE,35,-2.0659999999998035,2.7739999999998872,TRUE,FALSE,FALSE,TRUE,eleanor/2-11-01b.xml,no error,1
and they lived happily ever,oh Eleanor,CHI,MOT,FALSE,35,0.06899999999995998,1.1610000000000582,TRUE,FALSE,FALSE,FALSE,eleanor/2-11-03a.xml,no error,2
old Macdonald had chicken ducks,mhm hm,CHI,MOT,FALSE,35,-1.55600000000004,2.7979999999997744,TRUE,FALSE,FALSE,TRUE,eleanor/2-11-03a.xml,no error,2
did it hurt you there,it did,CHI,FAT,FALSE,35,0.06999999999993634,1.5439999999999827,TRUE,FALSE,FALSE,FALSE,eleanor/2-11-03b.xml,no error,2
and the and the and ponies in in a stable,that's right,CHI,FAT,TRUE,35,0.024000000000114596,4.898999999999887,FALSE,TRUE,FALSE,FALSE,eleanor/2-11-03b.xml,other error,3
I rolled the Play_Doh,next book,CHI,FAT,FALSE,35,-1.4050000000002,1.7420000000001892,TRUE,FALSE,FALSE,TRUE,eleanor/2-11-03b.xml,no error,2
I didn't broke it,er it's called the counting train,CHI,MOT,TRUE,35,0.875,1.8109999999999928,TRUE,FALSE,FALSE,FALSE,eleanor/2-11-04a.xml,other error,7
that's one broken,I know,CHI,MOT,FALSE,35,-0.2440000000000282,1.683999999999969,TRUE,FALSE,FALSE,TRUE,eleanor/2-11-04a.xml,no error,2
seven little pigs go to the market,mhm,CHI,MOT,FALSE,35,0.49900000000002365,2.8099999999999454,FALSE,TRUE,FALSE,FALSE,eleanor/2-11-04a.xml,no error,1
Mama I think this is broken,I'll fix it for you,CHI,MOT,FALSE,35,-1.9740000000000464,3.3210000000000264,TRUE,FALSE,FALSE,TRUE,eleanor/2-11-04a.xml,no error,6
can you buy me some more people,xxx you're a good girl,CHI,MOT,FALSE,35,0.8010000000000446,3.7269999999999754,FALSE,TRUE,FALSE,FALSE,eleanor/2-11-04a.xml,no error,6
there's something in my bricks,would you like to try some,CHI,MOT,FALSE,35,0.06899999999995998,2.356999999999971,FALSE,TRUE,FALSE,FALSE,eleanor/2-11-04a.xml,no error,6
she's got a golden hair,yeah she xxx,CHI,MOT,FALSE,35,0.03499999999985448,1.8920000000002801,TRUE,FALSE,FALSE,FALSE,eleanor/2-11-04a.xml,no error,3
she's gone in the kennels,in the where,CHI,MOT,FALSE,35,0.08100000000013097,2.112999999999829,FALSE,TRUE,FALSE,FALSE,eleanor/2-11-04a.xml,no error,3
he doesn't want eat rats,no,CHI,MOT,TRUE,35,-0.0929999999998472,2.0899999999996908,FALSE,TRUE,FALSE,TRUE,eleanor/2-11-04a.xml,other error,1
um the ants,xxx,CHI,FAT,FALSE,35,-0.8129999999999882,1.91599999999994,FALSE,TRUE,FALSE,TRUE,eleanor/2-11-04b.xml,no error,1
your trousers falling down,oh,CHI,FAT,TRUE,35,-0.8009999999999309,1.6140000000000327,FALSE,TRUE,FALSE,TRUE,eleanor/2-11-04b.xml,other error,1
it hasn't got spiders now,not very nice,CHI,FAT,FALSE,35,-2.4960000000000946,2.7740000000001146,TRUE,TRUE,FALSE,TRUE,eleanor/2-11-04b.xml,no error,3
bees,zzz,CHI,FAT,FALSE,35,-1.009999999999991,1.009999999999991,FALSE,TRUE,FALSE,TRUE,eleanor/2-11-04b.xml,no error,1
he's eating some worms,he's eating the worms,CHI,FAT,FALSE,35,-0.16300000000001091,1.55600000000004,FALSE,TRUE,FALSE,TRUE,eleanor/2-11-04b.xml,no error,5
they don't like potatoes,they don't like potatoes,CHI,FAT,FALSE,35,-0.6039999999998145,1.4969999999998436,FALSE,TRUE,FALSE,TRUE,eleanor/2-11-04b.xml,no error,5
go do those stamps,would you like to,CHI,FAT,FALSE,35,-0.08100000000013097,1.462999999999738,FALSE,TRUE,FALSE,TRUE,eleanor/2-11-04b.xml,no error,4
we did those didn't we,mm,CHI,FAT,FALSE,35,-0.7309999999997672,1.8689999999996871,TRUE,FALSE,FALSE,TRUE,eleanor/2-11-04b.xml,no error,1
I done one,oh,CHI,FAT,TRUE,35,-1.0909999999998945,1.13799999999992,TRUE,FALSE,FALSE,TRUE,eleanor/2-11-04b.xml,other error,1
I just got children,no animals,CHI,FAT,TRUE,35,0.03499999999985448,1.9149999999999636,TRUE,TRUE,FALSE,FALSE,eleanor/2-11-04b.xml,other error,2
I'm finished one,you gonna going to do any more colors,CHI,FAT,TRUE,35,0.9750000000003638,1.9039999999999964,TRUE,FALSE,FALSE,FALSE,eleanor/2-11-04b.xml,other error,8
I picked in the crab today,yeah,CHI,FAT,TRUE,35,-0.11599999999998545,1.8800000000001091,TRUE,FALSE,FALSE,TRUE,eleanor/2-11-04b.xml,other error,1
you look at eggs,oh,CHI,FAT,FALSE,35,0.3710000000000946,1.2419999999997344,FALSE,TRUE,FALSE,FALSE,eleanor/2-11-04b.xml,no error,1
dolphins eat sharks,no,CHI,FAT,FALSE,35,0.03500000000030923,1.9739999999997053,FALSE,TRUE,FALSE,FALSE,eleanor/2-11-04b.xml,no error,1
owls wake up at night,yes,CHI,FAT,FALSE,35,0.3599999999996726,2.46100000000024,FALSE,TRUE,FALSE,FALSE,eleanor/2-11-04b.xml,no error,1
I haven't got sausages with chips,oh,CHI,MOT,FALSE,35,-1.3010000000000446,2.5430000000000064,FALSE,TRUE,FALSE,TRUE,eleanor/2-11-05a.xml,no error,1
lots of pieces,or we need a bit of a log don't we,CHI,MOT,FALSE,35,0.0820000000003347,2.274999999999636,FALSE,TRUE,FALSE,FALSE,eleanor/2-11-05a.xml,no error,11
you got smelly toes,Eleanor,CHI,MOT,TRUE,35,0.27899999999999636,2.019999999999982,TRUE,FALSE,FALSE,FALSE,eleanor/2-11-06a.xml,other error,1
animals,animals,CHI,MOT,FALSE,35,0.0340000000001055,1.2660000000000764,FALSE,TRUE,FALSE,FALSE,eleanor/2-11-06a.xml,no error,1
Mummy and Daddy and the babies were crying one day,ooh,CHI,FAT,FALSE,35,-2.3470000000000084,5.3980000000000246,TRUE,FALSE,FALSE,TRUE,eleanor/2-11-06b.xml,no error,1
bruised,hm,CHI,FAT,FALSE,35,-0.3009999999999877,0.9049999999999727,TRUE,FALSE,FALSE,TRUE,eleanor/2-11-06b.xml,no error,1
crutches,biscuits for who,CHI,FAT,FALSE,35,0.25300000000004275,0.8829999999999245,FALSE,TRUE,FALSE,FALSE,eleanor/2-11-06b.xml,no error,3
but not those ones,mhm,CHI,FAT,FALSE,35,-0.2899999999999636,1.83400000000006,FALSE,TRUE,FALSE,TRUE,eleanor/2-11-06b.xml,no error,1
but he didn't want a face,NA,CHI,FAT,FALSE,35,0.3829999999998108,2.288000000000011,TRUE,FALSE,FALSE,FALSE,eleanor/2-11-06b.xml,no error,NA
get your hooves go clippety,ow,CHI,FAT,FALSE,35,0.6270000000004075,3.401999999999589,FALSE,TRUE,FALSE,FALSE,eleanor/2-11-06b.xml,no error,1
it's got less holes in it,right,CHI,FAT,FALSE,35,0,1.77599999999984,FALSE,TRUE,FALSE,FALSE,eleanor/2-11-06b.xml,no error,1
have you got mouse,xxx this is called the mouse,CHI,FAT,TRUE,35,0.487999999999829,1.1720000000000255,TRUE,FALSE,FALSE,FALSE,eleanor/2-11-06b.xml,other error,6
I don't want words,there,CHI,FAT,FALSE,35,-0.5349999999998545,1.2429999999999382,FALSE,TRUE,FALSE,TRUE,eleanor/2-11-06b.xml,no error,1
that's a numbers two,oh yes,CHI,FAT,TRUE,35,0.15100000000029468,2.3449999999998,FALSE,TRUE,FALSE,FALSE,eleanor/2-11-06b.xml,other error,2
I'm going to do some dots,clever girls can do them without dots,CHI,MOT,FALSE,35,3.0389999999999873,1.9390000000000782,FALSE,TRUE,FALSE,FALSE,eleanor/2-11-09v.xml,no error,7
I just got,www,CHI,MOT,FALSE,35,0.19800000000009277,0.928000000000111,TRUE,FALSE,FALSE,FALSE,eleanor/2-11-09v.xml,no error,1
I winned,you did not win,CHI,MOT,TRUE,35,0.010999999999967258,1.06899999999996,TRUE,FALSE,TRUE,FALSE,eleanor/2-11-09v.xml,overregularization,4
have you got diabetes,she said you've got diabetes and grandmother hasn't,CHI,MOT,TRUE,36,0.3140000000000214,2.100999999999999,TRUE,FALSE,FALSE,FALSE,eleanor/3-00-00v.xml,other error,10
he won,he wins a,CHI,MOT,FALSE,36,0.3949999999999818,1.8690000000000282,TRUE,FALSE,FALSE,FALSE,eleanor/3-00-00v.xml,no error,3
I want two cuddly toys,that's two cuddly toys,CHI,MOT,FALSE,36,0,2.3689999999999714,FALSE,TRUE,FALSE,FALSE,eleanor/3-00-01a.xml,no error,5
I just did carried,just did carried,CHI,MOT,TRUE,36,0.03500000000002501,2.298000000000002,TRUE,FALSE,FALSE,FALSE,eleanor/3-00-01a.xml,other error,3
Dada drawed that,Dada,CHI,MOT,TRUE,36,0.0809999999999036,2.0550000000000637,TRUE,FALSE,TRUE,FALSE,eleanor/3-00-01a.xml,overregularization,1
and xxx crazy chips,are you going to eat them,CHI,MOT,FALSE,36,-0.16200000000026193,1.5320000000001528,FALSE,TRUE,FALSE,TRUE,eleanor/3-00-01a.xml,no error,6
it was accident,right,CHI,MOT,TRUE,36,0.06399999999985084,1.6489999999998872,TRUE,FALSE,FALSE,FALSE,eleanor/3-00-01a.xml,other error,1
you scareded scared it,did what,CHI,MOT,TRUE,36,0.010999999999967258,1.8460000000000036,TRUE,FALSE,TRUE,FALSE,eleanor/3-00-01a.xml,overregularization,2
but that I did that when I um when I was a baby,when you were a baby but you mustn't do that pumpkin,CHI,MOT,FALSE,36,-3.0289999999999964,3.0299999999997453,TRUE,FALSE,FALSE,TRUE,eleanor/3-00-01b.xml,no error,12
I did,oh,CHI,MOT,FALSE,36,2.6539999999999964,0.9790000000002692,TRUE,FALSE,FALSE,FALSE,eleanor/3-00-01b.xml,no error,1
and you put your sunglasses when there's sun and then,that's right,CHI,FAT,TRUE,36,0,4.307999999999993,FALSE,TRUE,FALSE,FALSE,eleanor/3-00-02b.xml,other error,3
it's got planet on,ooh,CHI,FAT,TRUE,36,0.13900000000001,1.6019999999999754,TRUE,FALSE,FALSE,FALSE,eleanor/3-00-02b.xml,other error,1
toys,there are so many toys here,CHI,FAT,FALSE,36,0.30700000000001637,0.6730000000000018,FALSE,TRUE,FALSE,FALSE,eleanor/3-00-02b.xml,no error,6
zero throwed it on the floor,Sammy,CHI,FAT,TRUE,36,0.5920000000000982,1.949999999999818,TRUE,FALSE,TRUE,FALSE,eleanor/3-00-02b.xml,overregularization,1
she did wee in her pants,yeah,CHI,FAT,TRUE,36,0.023000000000138243,1.9039999999999964,TRUE,FALSE,FALSE,FALSE,eleanor/3-00-02b.xml,other error,1
look who's gone,I know I know I've looked I've looked it's,CHI,MOT,FALSE,36,0.5570000000000164,1.7069999999999936,TRUE,FALSE,FALSE,FALSE,eleanor/3-00-03a.xml,no error,12
have you watched bananas in their pajamas,xxx,CHI,MOT,FALSE,36,-2.7339999999999804,2.8100000000000023,TRUE,TRUE,FALSE,TRUE,eleanor/3-00-03b.xml,no error,1
we had a nice time at skating didn't we,can I have my shoes back,CHI,MOT,FALSE,36,-0.4650000000001455,2.9720000000002074,TRUE,FALSE,FALSE,TRUE,eleanor/3-00-03b.xml,no error,6
I did the hop,NA,CHI,MOT,FALSE,36,-1.9969999999998436,1.9969999999998436,TRUE,FALSE,FALSE,TRUE,eleanor/3-00-04a.xml,no error,NA
it's called Tinkerbell,oh yeah that's Snow_White,CHI,MOT,FALSE,36,-0.2780000000002474,1.055000000000291,TRUE,FALSE,FALSE,TRUE,eleanor/3-00-04a.xml,no error,6
I did it,come on then,CHI,MOT,FALSE,36,0.1979999999998654,1.1610000000000582,TRUE,FALSE,FALSE,FALSE,eleanor/3-00-04b.xml,no error,3
it was,what,CHI,MOT,FALSE,36,0.31300000000010186,1.7419999999997344,TRUE,FALSE,FALSE,FALSE,eleanor/3-00-05b.xml,no error,1
I found a xxx timer,oh,CHI,FAT,FALSE,36,0.07000000000016371,2.356999999999971,TRUE,FALSE,FALSE,FALSE,eleanor/3-00-05b.xml,no error,1
have you finished your painting,Eleanor,CHI,FAT,FALSE,36,-2.0090000000000003,2.8100000000000023,TRUE,FALSE,FALSE,TRUE,eleanor/3-00-06b.xml,no error,1
opened your eye,okay,CHI,FAT,TRUE,36,0.4270000000001346,1.2889999999999873,TRUE,FALSE,FALSE,FALSE,eleanor/3-00-06b.xml,other error,1
Dada's having xxx eggs,Eleanor it's very hot,CHI,MOT,FALSE,36,1.1820000000002437,5.444999999999709,FALSE,TRUE,FALSE,FALSE,eleanor/3-00-06b.xml,no error,5
I took it out,why,CHI,FAT,TRUE,36,0.27799999999979264,2.8220000000001164,TRUE,FALSE,FALSE,FALSE,eleanor/3-00-06b.xml,other error,1
Dad Daddy it's fixed,it's fixed,CHI,FAT,FALSE,36,0.17399999999997817,4.039999999999964,TRUE,FALSE,FALSE,FALSE,eleanor/3-00-06b.xml,no error,3
spiders,spiders,CHI,MOT,FALSE,36,-0.4420000000000073,0.4420000000000073,FALSE,TRUE,FALSE,TRUE,eleanor/3-00-07a.xml,no error,1
hot cross buns,hot cross buns,CHI,MOT,FALSE,36,-2.1829999999999927,2.1829999999999927,FALSE,TRUE,FALSE,TRUE,eleanor/3-00-08a.xml,no error,3
hot cross buns,hot cross buns,CHI,MOT,FALSE,36,-2.33400000000006,2.33400000000006,FALSE,TRUE,FALSE,TRUE,eleanor/3-00-08a.xml,no error,3
you were,does she,CHI,MOT,FALSE,36,-0.70900000000006,0.70900000000006,TRUE,FALSE,FALSE,TRUE,eleanor/3-00-08a.xml,no error,2
I want crisps,no,CHI,MOT,FALSE,36,0.3020000000000209,1.27699999999993,FALSE,TRUE,FALSE,FALSE,eleanor/3-00-08b.xml,no error,1
xxx did you make me that,NA,CHI,FAT,FALSE,36,-2.798000000000002,2.8099999999999454,TRUE,FALSE,FALSE,TRUE,eleanor/3-00-08b.xml,no error,NA
I want my dips,you,CHI,FAT,FALSE,36,1.1660000000001673,1.4389999999998508,FALSE,TRUE,FALSE,FALSE,eleanor/3-00-08b.xml,no error,1
when I were a baby,when I w,CHI,MOT,TRUE,36,0.13900000000001,2.19500000000005,TRUE,FALSE,FALSE,FALSE,eleanor/3-00-09a.xml,other error,3
take men oh stay ladies over they,red,CHI,MOT,TRUE,36,0.1979999999998654,5.4909999999999854,FALSE,TRUE,FALSE,FALSE,eleanor/3-00-09a.xml,other error,1
see them run away run them stop,shark,CHI,MOT,TRUE,36,0.2039999999999509,5.457000000000107,TRUE,FALSE,FALSE,FALSE,eleanor/3-00-09a.xml,other error,1
I wanted Tigger's watch,Tigger's watch,CHI,MOT,FALSE,36,0.1369999999999436,2.298000000000002,TRUE,FALSE,FALSE,FALSE,eleanor/3-00-09a.xml,no error,3
a xxx have some sweets,come on then,CHI,MOT,FALSE,36,-1.9390000000000782,2.7170000000000982,FALSE,TRUE,FALSE,TRUE,eleanor/3-00-09a.xml,no error,3
you did,no I didn't,CHI,MOT,FALSE,36,-0.2400000000000091,0.6509999999998399,TRUE,FALSE,FALSE,TRUE,eleanor/3-00-09a.xml,no error,4
one died,Eleanor you don't say that either,CHI,MOT,FALSE,36,0.03500000000030923,0.9869999999996253,TRUE,FALSE,FALSE,FALSE,eleanor/3-00-09a.xml,no error,7
all broken,nicely nicely,CHI,MOT,FALSE,36,0.6709999999998217,2.1469999999999345,TRUE,FALSE,FALSE,FALSE,eleanor/3-00-10a.xml,no error,2
drew your book,draw on the book,CHI,FAT,FALSE,36,-1.7530000000000001,1.7530000000000001,TRUE,FALSE,FALSE,TRUE,eleanor/3-00-10b.xml,no error,4
