,utterance,response,response_time,speaker,responder,utterance_time,error,age,past_tense,plural,overlap,overreg_candidate,manual_code
415,now I knew a way to put the animals,right then,-0.092,CHI,MOT,2.519,TRUE,57,TRUE,TRUE,FALSE,TRUE,FALSE
416,I've forgot,now I'll tell you again then,-0.105,CHI,MOT,0.639,TRUE,58,TRUE,FALSE,FALSE,TRUE,FALSE
417,it's called a pass sweets,pass sweets,0.36,CHI,MOT,2.775,TRUE,58,FALSE,TRUE,FALSE,TRUE,FALSE
418,where did they came from,I don't know,0.029,CHI,MOT,1.184,TRUE,58,TRUE,FALSE,FALSE,TRUE,FALSE
419,Scoop falled in there,did he,0.023,CHI,MOT,1.637,TRUE,58,TRUE,FALSE,FALSE,TRUE,TRUE
420,and then all of them falled in,fell,1.088,CHI,MOT,2.45,TRUE,58,TRUE,FALSE,FALSE,TRUE,TRUE
421,and then the land falled in the water,the land fell in the water,0.558,CHI,MOT,3.622,TRUE,58,TRUE,FALSE,FALSE,TRUE,TRUE
422,no they have got a child,have they,-0.082,CHI,MOT,2.101,TRUE,58,TRUE,FALSE,FALSE,TRUE,FALSE
423,you pretend it was tomorrow,okay,-0.009,CHI,INV,2.368,TRUE,58,TRUE,FALSE,FALSE,TRUE,FALSE
424,I throwed it back for them,did you,0.128,CHI,MOT,1.556,TRUE,58,TRUE,FALSE,FALSE,TRUE,TRUE
425,I was in a town and when this a and a bo and um the people and I forgot to put my trousers on,oh,-0.037,CHI,MOT,8.034,TRUE,58,FALSE,TRUE,FALSE,TRUE,FALSE
426,you have done it over there,well you can't stay over there all the time Tom because you need your breakfast,-0.175,CHI,MOT,2.973,TRUE,59,TRUE,FALSE,FALSE,TRUE,FALSE
427,did you know what I heard,boo boo something like that,0.894,CHI,MOT,1.962,TRUE,59,TRUE,FALSE,FALSE,TRUE,FALSE
428,Zoe sent to the writing,the one you have written to Lyne and the one you have written to Lyne was the first one,0.128,CHI,MOT,2.205,TRUE,59,TRUE,FALSE,FALSE,TRUE,FALSE
429,your sausage machine it has already finded some,yes,-0.012,CHI,MOT,4.192,TRUE,59,TRUE,FALSE,FALSE,TRUE,TRUE
430,be good if real horses,if what,0.14,CHI,MOT,2.368,TRUE,59,FALSE,TRUE,FALSE,TRUE,FALSE
431,I found squashing up the picture xxx,should we open the blue one,NA,CHI,MOT,media info not available,TRUE,59,TRUE,FALSE,TRUE,TRUE,FALSE
432,xxx lady xxx mens men,well I would imagine ladies and mens are the same really it's only like a waistcoat,0.609,CHI,MOT,3.634,TRUE,59,FALSE,TRUE,FALSE,TRUE,FALSE
433,you must be gone to back to the shop,well I don't,-0.058,CHI,MOT,3.379,TRUE,59,TRUE,FALSE,FALSE,TRUE,FALSE
434,you like weren't me,you keep saying that to me,0.604,CHI,MOT,1.927,TRUE,59,TRUE,FALSE,FALSE,TRUE,FALSE
435,dugged dug,the digger had dugged dug,0.035,CHI,MOT,0.963,TRUE,59,TRUE,FALSE,FALSE,TRUE,TRUE
436,I think I've already broke it,well just do it gent,-0.487,CHI,MOT,1.846,TRUE,59,TRUE,FALSE,TRUE,TRUE,FALSE
437,you should of catched it,do you know what these little rough bits are for there,-0.093,CHI,MOT,1.683,TRUE,59,TRUE,FALSE,FALSE,TRUE,TRUE
438,I just throwed it in the bin,you've thrown my hat in the bin,-0.053,CHI,INV,1.3,TRUE,59,TRUE,FALSE,FALSE,TRUE,TRUE
439,just pretend there was a cat on the train and it tripped up and he falled on the track,a cat on the train,0.197,CHI,MOT,5.143,TRUE,59,TRUE,FALSE,FALSE,TRUE,TRUE
440,the fence is blowed on the track,oh dear,0.963,CHI,MOT,3.692,TRUE,59,TRUE,FALSE,FALSE,TRUE,TRUE
441,I have seen it,and your the dirty rascal,-1.254,CHI,MOT,1.347,TRUE,59,TRUE,FALSE,TRUE,TRUE,FALSE
442,they have sawed them down,right,0.035,CHI,MOT,1.556,TRUE,59,TRUE,FALSE,FALSE,TRUE,FALSE
