utterance,response,speaker,responder,error,age,overreg,response_time,utterance_time,past_tense,plural,ul,error_type,rl
it's caught up in pieces,it's caught up,CHI,MOT,FALSE,37,FALSE,0.5219999999999345,1.5210000000001855,FALSE,TRUE,6,no error,4
in pieces,it is,CHI,MOT,FALSE,37,FALSE,1.474999999999909,1.0799999999999272,FALSE,TRUE,2,no error,2
xxx brushed,press it,CHI,MOT,FALSE,37,FALSE,2.867999999999995,1.730000000000004,TRUE,FALSE,2,no error,2
this not works,no,CHI,MOT,TRUE,37,FALSE,0.9689999999999994,1.8339999999999996,FALSE,TRUE,3,other error,1
Daddy got some little whiskers,some sand,CHI,MOT,FALSE,37,FALSE,0.556999999999995,2.7050000000000054,FALSE,TRUE,5,no error,2
I'm making just painting breads,painting breads,CHI,MOT,TRUE,37,FALSE,1.1140000000000327,2.9729999999999563,FALSE,TRUE,6,other error,2
this pieces wants a wash in my drink,no,CHI,MOT,TRUE,37,FALSE,-0.03399999999987813,4.121000000000095,FALSE,TRUE,8,other error,1
this train not works,no,CHI,MOT,TRUE,37,FALSE,0.5450000000000728,1.97400000000016,FALSE,TRUE,4,other error,1
and mountains,it's May now isn't it,CHI,MOT,FALSE,37,FALSE,1.1610000000000582,1.9619999999998754,FALSE,TRUE,2,no error,7
sleeves and buttons and a scarf,what's he wearing,CHI,MOT,FALSE,37,FALSE,0.2669999999998254,3.6800000000000637,FALSE,TRUE,6,no error,4
I found my telephone,it's Ben's birthday in August isn't it,CHI,MOT,FALSE,37,FALSE,0.035000000000081855,1.8109999999999218,TRUE,FALSE,4,no error,10
lots an lots of wheels,yeah,CHI,MOT,FALSE,37,FALSE,-0.01099999999999568,1.5559999999999832,FALSE,TRUE,5,no error,1
got Larry tight,I see,CHI,MOT,FALSE,37,FALSE,1.6600000000000819,2.089999999999918,TRUE,FALSE,3,no error,2
gone,what do you call sticky trains,CHI,MOT,FALSE,37,FALSE,1.7639999999998963,1.0920000000000982,TRUE,FALSE,1,no error,6
going in the engine shed,is he,CHI,MOT,FALSE,37,FALSE,0.4060000000004038,2.4609999999997854,TRUE,FALSE,5,no error,2
I just said Tony,didn't we,CHI,MOT,FALSE,38,FALSE,-1.4859999999998763,1.4859999999998763,TRUE,FALSE,4,no error,3
we weren't,we know now though don't we,CHI,MOT,FALSE,38,FALSE,0.057999999999992724,0.6160000000000139,TRUE,FALSE,3,no error,7
cherries,cherries,CHI,MOT,FALSE,38,FALSE,-0.02299999999991087,0.7319999999999709,FALSE,TRUE,1,no error,1
I don't take these buttons off,you can do it,CHI,MOT,FALSE,38,FALSE,-2.206000000000131,2.206000000000131,FALSE,TRUE,7,no error,4
ah carrots,carrots,CHI,MOT,FALSE,38,FALSE,1.18100000000004,1.3119999999998981,FALSE,TRUE,2,no error,1
oh gone,to wipe your feet on,CHI,MOT,FALSE,38,FALSE,-1.2189999999998236,1.2189999999998236,TRUE,FALSE,2,no error,5
Purdie swallow my sausages,Purdie done what,CHI,MOT,TRUE,38,FALSE,0.3020000000001346,3.4479999999998654,FALSE,TRUE,4,other error,3
my sausages,sausages,CHI,MOT,FALSE,38,FALSE,0.2319999999999709,1.3579999999997199,FALSE,TRUE,2,no error,1
two ones,two,CHI,MOT,TRUE,38,FALSE,0.11599999999998545,1.0690000000000737,FALSE,TRUE,2,other error,1
I think lorry's going round here for batterys,is it,CHI,MOT,FALSE,38,FALSE,0.487999999999829,3.4589999999998327,FALSE,TRUE,9,no error,2
you wanted some post,right,CHI,MOT,FALSE,38,FALSE,0.34799999999995634,1.9849999999999,TRUE,FALSE,4,no error,1
trains,the trains don't you,CHI,MOT,FALSE,38,FALSE,-0.9400000000000546,1.5319999999999254,FALSE,TRUE,1,no error,5
and door just door just flapped open,has it,CHI,MOT,FALSE,38,FALSE,-1.323000000000036,4.3770000000000095,TRUE,FALSE,7,no error,2
I wanted it I wanted to say,well you'll have_to look Thomas because it's dirty,CHI,MOT,FALSE,38,FALSE,-0.04600000000004911,2.6929999999999836,TRUE,FALSE,7,no error,11
where did sent them,well she sent them up to bed,CHI,MOT,TRUE,38,FALSE,-0.10999999999989996,2.6359999999999673,TRUE,FALSE,4,other error,7
Mummy my horse went,oh yes,CHI,MOT,FALSE,38,FALSE,0.8709999999998672,2.647000000000162,TRUE,FALSE,4,no error,2
oh xxx two ones have popped,the balloons,CHI,MOT,TRUE,38,FALSE,0.10399999999981446,2.9720000000002074,FALSE,TRUE,6,other error,2
tipped off,thank you,CHI,MOT,FALSE,38,FALSE,-0.02400000000000091,1.3120000000000118,TRUE,FALSE,2,no error,2
Purdie has gone upstairs again,has she,CHI,MOT,FALSE,39,FALSE,-1.1059999999999945,2.9320000000000164,TRUE,FALSE,5,no error,2
I've weed,oh Thomas,CHI,MOT,FALSE,39,FALSE,0.3730000000000473,1.4400000000000546,TRUE,FALSE,3,no error,2
all down my arm I did,what's the matter,CHI,MOT,TRUE,39,FALSE,0.6130000000002838,2.092999999999847,TRUE,FALSE,6,other error,4
two more ones,two ones,CHI,MOT,FALSE,39,FALSE,-2.02599999999984,2.905999999999949,FALSE,TRUE,3,no error,2
halves,put those,CHI,MOT,FALSE,39,FALSE,-1.0270000000000437,1.040000000000191,FALSE,TRUE,1,no error,2
two broken,well that's why I let you have it,CHI,MOT,FALSE,39,FALSE,1.65300000000002,0.8140000000000782,TRUE,FALSE,2,no error,9
bout xxx done it xxx,and I used to,CHI,MOT,FALSE,39,FALSE,0.34700000000020736,1.7599999999997635,TRUE,FALSE,5,no error,4
yes it was,right,CHI,MOT,FALSE,39,FALSE,-0.5570000000000164,0.9750000000000227,TRUE,FALSE,3,no error,1
oh I wanted lots to stack,that's it,CHI,MOT,FALSE,39,FALSE,-1.6830000000001064,2.2520000000000664,TRUE,FALSE,6,no error,3
see a saw a sea sea sea,very good,CHI,MOT,FALSE,39,FALSE,0.035000000000081855,6.9659999999998945,TRUE,FALSE,7,no error,2
look what I have done,right,CHI,MOT,TRUE,39,FALSE,-1.1959999999999127,1.3119999999998981,TRUE,FALSE,5,other error,1
say it's lost,if the vase,CHI,MOT,FALSE,39,FALSE,-1.0779999999999745,1.0789999999999509,TRUE,FALSE,4,no error,3
he said he isn't,could you just excuse me a moment please while I pop this,CHI,MOT,FALSE,39,FALSE,-0.03700000000003456,1.0329999999999018,TRUE,FALSE,5,no error,12
roses again,mhm,CHI,MOT,FALSE,39,FALSE,0.8829999999998108,1.428000000000111,FALSE,TRUE,2,no error,1
no you are stuck,am I,CHI,MOT,TRUE,39,FALSE,0.022999999999683496,1.1140000000000327,TRUE,FALSE,4,other error,2
it's a beautiful flowers,beautiful flowers in the window box on the farm,CHI,MOT,TRUE,39,FALSE,0.16300000000001091,3.11099999999999,FALSE,TRUE,5,other error,9
I wanted to see a donkey xxx under the cat,what is under the pussy cat sitting on the wall,CHI,MOT,FALSE,39,FALSE,0.03500000000002501,4.271999999999991,TRUE,FALSE,10,no error,10
and you wanted to be it was bedtime you were sleepy wasn't you,well I am quite sleepy Thomas,CHI,MOT,TRUE,39,FALSE,-0.08300000000002683,7.442000000000007,TRUE,FALSE,14,other error,6
let's do let's go cooking scales,well we'll get the cooking scales in a minute,CHI,MOT,FALSE,39,FALSE,-0.45299999999997453,3.518000000000029,FALSE,TRUE,8,no error,10
we was too late,what was too late,CHI,MOT,TRUE,39,FALSE,0.11599999999998545,1.7070000000001073,TRUE,FALSE,4,other error,4
finished,would you like some more little beads,CHI,MOT,FALSE,39,FALSE,0.650000000000091,0.8469999999997526,TRUE,FALSE,1,no error,7
he got lots_of containers in it but it was a train track in,oh right,CHI,MOT,TRUE,39,FALSE,0.13299999999981083,5.3400000000001455,TRUE,TRUE,14,other error,2
for cars,it's the road isn't it,CHI,MOT,FALSE,39,FALSE,-0.10500000000001819,1.2889999999999873,FALSE,TRUE,2,no error,7
this man shouted with his voice oy oy to a dustbin man,why did he say,CHI,MOT,FALSE,40,FALSE,0.055999999999983174,4.992000000000019,TRUE,FALSE,12,no error,4
look at I have done,we've got_to see what this one has done,CHI,MOT,TRUE,40,FALSE,0.3020000000001346,1.2420000000001892,TRUE,FALSE,5,other error,10
it was got lots_of wheels and it said oil,did it,CHI,MOT,TRUE,40,FALSE,-0.04699999999991178,3.088999999999942,TRUE,FALSE,10,other error,2
Mummy put some lots in there then can deliver it there,alright,CHI,MOT,TRUE,40,FALSE,-1.2770000000000437,4.9220000000000255,FALSE,TRUE,11,other error,1
found it,and a green e,CHI,MOT,FALSE,40,FALSE,0.56899999999996,0.9169999999999163,TRUE,FALSE,2,no error,4
fun size pears,they're especially for children,CHI,MOT,FALSE,40,FALSE,-0.012000000000170985,1.393000000000029,FALSE,TRUE,3,no error,5
I need some boiled water,there,CHI,MOT,FALSE,40,FALSE,0.6620000000000346,2.658999999999878,TRUE,FALSE,5,no error,1
xxx need some lots,yeah,CHI,MOT,TRUE,40,FALSE,-0.3949999999999818,1.4049999999999727,FALSE,TRUE,4,other error,1
I am making some some biscuits for them I like biscuits,right,CHI,MOT,TRUE,40,FALSE,-2.560999999999922,4.898999999999887,FALSE,TRUE,11,other error,1
you have got,it's,CHI,MOT,TRUE,40,FALSE,-0.8530000000000655,1.3359999999997854,TRUE,FALSE,3,other error,2
he stopped out a Liam house,yes,CHI,MOT,TRUE,40,FALSE,0.012000000000170985,2.6929999999997563,TRUE,FALSE,6,other error,1
it were gold blue an it had got numbers on it as well,got num the rainbow had numbers on it,CHI,MOT,TRUE,40,FALSE,-3.399000000000001,7.933999999999969,TRUE,FALSE,13,other error,8
you didn't saw me,well you must think you're doing something naughty by asking me to turn my head,CHI,MOT,TRUE,40,FALSE,-0.07500000000004547,1.7770000000000437,TRUE,FALSE,5,other error,16
it got a nee_na,don't put your helmet in your food,CHI,MOT,FALSE,40,FALSE,-1.2649999999998727,1.265999999999849,TRUE,FALSE,5,no error,8
you are a good lady you say cables,oh right,CHI,MOT,TRUE,40,FALSE,-0.696999999999889,3.1579999999999018,FALSE,TRUE,8,other error,2
and we have gone all the rubbish away,very good,CHI,MOT,TRUE,40,FALSE,-0.010999999999967258,3.59900000000016,TRUE,FALSE,8,other error,2
give you a big kiss on your eyes,on my on my eyes,CHI,MOT,FALSE,40,FALSE,-0.003000000000156433,2.3339999999998327,FALSE,TRUE,8,no error,5
he's called,Nick,CHI,MOT,FALSE,40,FALSE,-0.9520000000002256,1.2300000000000182,TRUE,FALSE,3,no error,1
called Jamie,right,CHI,MOT,FALSE,40,FALSE,0.1610000000000582,1.0790000000001783,TRUE,FALSE,2,no error,1
it did,well just be careful sweetheart please,CHI,MOT,FALSE,40,FALSE,-0.5440000000003238,0.5450000000000728,TRUE,FALSE,2,no error,6
then he gone down xxx rubbish,and then he came down and collected all the rubbish did he,CHI,MOT,TRUE,41,FALSE,0.7170000000000982,4.620999999999867,TRUE,FALSE,6,other error,12
not mice lady,oh I am a nice lady,CHI,MOT,TRUE,41,FALSE,0.362999999999829,1.8380000000001928,FALSE,TRUE,3,other error,6
and I think that little baby likes super buds,super buds,CHI,MOT,FALSE,41,FALSE,-0.10300000000006548,4.309999999999945,FALSE,TRUE,9,no error,2
because I like super buds,which little baby,CHI,MOT,FALSE,41,FALSE,0.73700000000008,2.3469999999997526,FALSE,TRUE,5,no error,3
it was got some problem,oh dear,CHI,MOT,TRUE,41,FALSE,0.32499999999998863,1.7300000000000182,TRUE,FALSE,5,other error,2
please can I got past,yes,CHI,MOT,TRUE,41,FALSE,-0.033999999999991815,1.8689999999999145,TRUE,FALSE,5,other error,1
Mummy do you want to talk to Daddy today didn't you,yeah,CHI,MOT,TRUE,41,FALSE,-0.6649999999999636,4.1440000000000055,TRUE,FALSE,12,other error,1
but I have just gone away,Thomas would you like some toast,CHI,MOT,TRUE,41,FALSE,-0.03099999999994907,2.201999999999998,TRUE,FALSE,6,other error,6
got a bones in it,it got bones in it has it,CHI,MOT,TRUE,41,FALSE,-0.11999999999989086,1.6199999999998909,FALSE,TRUE,5,other error,7
there's some lines here,you were telling me that you drawn some flowers at Nana's,CHI,MOT,TRUE,41,FALSE,-0.9860000000003311,3.7380000000002838,FALSE,TRUE,5,other error,12
sorry I've turned that bread,be careful,CHI,MOT,FALSE,41,FALSE,-0.15099999999983993,2.4839999999999236,TRUE,FALSE,6,no error,2
um a sirens,what siren,CHI,MOT,TRUE,41,FALSE,-0.10500000000001819,1.6720000000000255,FALSE,TRUE,3,other error,2
don't get any papers,Thomas just let me,CHI,MOT,FALSE,41,FALSE,0.010999999999967258,1.8690000000001419,FALSE,TRUE,5,no error,4
throw you blues away,don't put those on the floor Thomas,CHI,MOT,FALSE,41,FALSE,-0.6849999999999454,2.7289999999998145,FALSE,TRUE,4,no error,8
there got some pants,there's a pair of pants on the floor,CHI,MOT,FALSE,41,FALSE,0,1.5909999999998945,TRUE,FALSE,4,no error,9
shut your eyes,don't,CHI,MOT,FALSE,41,FALSE,0.6040000000000134,1.728999999999985,FALSE,TRUE,3,no error,2
yes did,wouldn't it be quiet if there wasn't Thomas living here,CHI,MOT,FALSE,41,FALSE,-2.0670000000000073,2.1709999999998217,TRUE,FALSE,2,no error,12
not toys,it's not full of sweets is it,CHI,MOT,FALSE,42,FALSE,0.10499999999998977,2.0430000000000064,FALSE,TRUE,2,no error,8
i want this xxx weighed an make it full up,yes please,CHI,MOT,TRUE,42,FALSE,0,3.923999999999978,TRUE,FALSE,10,other error,2
got in Mum,oh yes sorry,CHI,MOT,TRUE,42,FALSE,0.2440000000000282,1.8809999999999718,TRUE,FALSE,3,other error,3
letters,these,CHI,MOT,FALSE,42,FALSE,-1.3460000000000036,1.34699999999998,FALSE,TRUE,1,no error,1
I'm just going to left just on there,you're you're going to leave them,CHI,MOT,TRUE,42,FALSE,0.1169999999999618,3.1920000000000073,TRUE,FALSE,9,other error,8
I just want to get on with these wheels,don't you are going to break that bus Thomas,CHI,MOT,FALSE,42,FALSE,0.035000000000081855,2.612999999999829,FALSE,TRUE,9,no error,10
that one is called,oh right,CHI,MOT,FALSE,42,FALSE,-1.1730000000002292,1.1730000000002292,TRUE,FALSE,4,no error,2
she gone on a rails,oh no,CHI,MOT,TRUE,42,FALSE,0.03499999999985448,2.4029999999997926,FALSE,TRUE,5,other error,2
the wind blew up and the bus got on the railway track,the wheels on the bus book,CHI,MOT,FALSE,42,FALSE,-0.012000000000170985,4.992999999999938,TRUE,FALSE,12,no error,6
an it shut a doors,right,CHI,MOT,TRUE,42,FALSE,0.7200000000002547,2.599999999999909,FALSE,TRUE,5,other error,1
a shops,a shop,CHI,MOT,TRUE,42,FALSE,1.3880000000000337,1.045000000000016,FALSE,TRUE,2,other error,2
I'm just I know I'm just fell out of the space rocket that's why I'm lying there,oh right,CHI,MOT,TRUE,42,FALSE,0.033999999999991815,5.4220000000000255,TRUE,FALSE,21,other error,2
I won't be coming late now I just getting cars in,right,CHI,MOT,FALSE,42,FALSE,-0.4780000000000655,5.201000000000022,FALSE,TRUE,12,no error,1
and a man done this,pardon,CHI,MOT,TRUE,42,FALSE,0.6219999999998436,1.7999999999997272,TRUE,FALSE,5,other error,1
two hours,you can xxx two hours,CHI,MOT,FALSE,42,FALSE,0.05500000000029104,0.9989999999997963,FALSE,TRUE,2,no error,5
head and shoulders knees and toes,watch your head,CHI,MOT,FALSE,42,FALSE,0,3.018999999999778,FALSE,TRUE,6,no error,3
Mummy naughty with books,yes,CHI,MOT,FALSE,42,FALSE,0.4759999999999991,2.4729999999999563,FALSE,TRUE,4,no error,1
an what your in the shops you gave it back to me when we are out of the shops you can get it again,alright,CHI,MOT,TRUE,42,FALSE,-0.5799999999999272,7.105000000000018,TRUE,FALSE,24,other error,1
I have got a friend called Luke,the boy's,CHI,MOT,TRUE,42,FALSE,-2.145999999999958,2.1469999999999345,TRUE,FALSE,7,other error,3
I have got some Smarties,oh look,CHI,MOT,TRUE,42,FALSE,-0.7549999999996544,2.855999999999767,TRUE,FALSE,5,other error,2
I have eaten it,there's a there's a brown one there that I can see,CHI,MOT,TRUE,42,FALSE,-0.012000000000170985,1.474999999999909,TRUE,FALSE,4,other error,13
no we wasn't,well tell me what was it,CHI,MOT,TRUE,42,FALSE,0,1.9499999999999886,TRUE,FALSE,4,other error,6
I have just got headache,pardon,CHI,MOT,TRUE,42,FALSE,-0.045000000000015916,1.9739999999999895,TRUE,FALSE,5,other error,1
I want to watch telly an eat sweets,pardon,CHI,MOT,FALSE,42,FALSE,0.0929999999998472,3.089000000000169,FALSE,TRUE,8,no error,1
Daddy's pooey birthday wasn't it,so when he comes home you can say Daddy here's your birthday treat,CHI,MOT,FALSE,42,FALSE,-0.8469999999997526,3.7029999999999745,TRUE,FALSE,7,no error,14
when it was drop on the floor,oh,CHI,MOT,FALSE,42,FALSE,0.03499999999985448,1.9720000000002074,TRUE,FALSE,7,no error,1
jammy dodgers,jammy dodgers,CHI,MOT,FALSE,42,FALSE,-0.047000000000025466,1.7650000000003274,FALSE,TRUE,2,no error,2
this barrier's broken,be careful,CHI,MOT,FALSE,42,FALSE,0,2.936999999999898,TRUE,FALSE,4,no error,2
Mummy Mummy do you know what has gone on fire,don't please don't bang that Thomas darling,CHI,MOT,TRUE,43,FALSE,-4.550999999999931,8.288999999999987,TRUE,FALSE,10,other error,9
I was going to do one,you did do that one,CHI,MOT,FALSE,43,FALSE,-0.023000000000024556,1.788000000000011,TRUE,FALSE,6,no error,5
smelly socks,smelly socks,CHI,MOT,FALSE,43,FALSE,0.8009999999999309,1.1950000000001637,FALSE,TRUE,2,no error,2
do you know what it's name called Mummy,no,CHI,MOT,TRUE,43,FALSE,-0.011999999999943611,2.2760000000000673,TRUE,FALSE,9,other error,1
Mummy it's tacheded attached on,attached,CHI,MOT,TRUE,43,FALSE,0.023999999999887223,2.6350000000002183,TRUE,FALSE,6,other error,1
I wanted to do it now,could you stand up please,CHI,MOT,TRUE,43,FALSE,-0.9630000000001928,2.936999999999898,TRUE,FALSE,6,other error,5
xxx when I'm tired,shh,CHI,MOT,FALSE,43,FALSE,-1.125999999999749,2.6809999999995853,TRUE,FALSE,5,no error,1
Mummy I didn't xxx bridge,shh Thomas,CHI,MOT,FALSE,43,FALSE,-1.4160000000001673,6.802999999999884,TRUE,FALSE,6,no error,2
Gordon and Henry was um walking along the rail rail lines,yes,CHI,MOT,TRUE,43,FALSE,-0.10399999999981446,7.3539999999998145,TRUE,FALSE,11,other error,1
I've got hiccups,have you got xxx,CHI,MOT,FALSE,43,FALSE,0.019000000000005457,1.3240000000000691,TRUE,TRUE,4,no error,4
she doesn't bit your finger like that,bite your finger,CHI,MOT,TRUE,43,FALSE,-0.01900000000023283,3.3780000000001564,TRUE,FALSE,8,other error,3
and that was hurt on you,did someone else fly out of their car and land on top of me,CHI,MOT,TRUE,43,FALSE,0.19700000000000273,2.0439999999999827,TRUE,FALSE,6,other error,14
and you know uh uh Purdie had just gone your lap,oh that's nice isn't it,CHI,MOT,FALSE,43,FALSE,0.06999999999993634,4.875999999999976,TRUE,FALSE,11,no error,7
he got a tiny pussy cat called Purdie,and the bean,CHI,MOT,FALSE,43,FALSE,-4.433999999999969,4.434999999999945,TRUE,FALSE,8,no error,3
we gone in another hotel didn't we,yes yes,CHI,MOT,TRUE,43,FALSE,0,3.1340000000000146,TRUE,FALSE,8,other error,2
show me went it's ready,I will,CHI,MOT,TRUE,43,FALSE,0.1479999999996835,1.800000000000182,TRUE,FALSE,6,other error,2
he flied on on my head,you're probably suffering from jet lag Thomas you don't give yourself time in a country to catch up on your sleep before you fly off again,CHI,MOT,TRUE,43,FALSE,-2.738999999999919,2.7509999999999764,TRUE,FALSE,6,other error,28
uh Mummy yesterday you gone on a bus and you forgotten your purse,oh dear,CHI,MOT,TRUE,44,FALSE,0.20899999999994634,6.757000000000062,TRUE,FALSE,13,other error,2
shook hands first then I will sing a song,oh,CHI,MOT,TRUE,44,FALSE,-0.5,3.3899999999998727,TRUE,FALSE,9,other error,1
Mummy it was it was lost the bell,lost the bell,CHI,MOT,FALSE,44,FALSE,0.09300000000030195,4.875999999999749,TRUE,FALSE,8,no error,3
there's more dustbin bags,that's all I need,CHI,MOT,TRUE,44,FALSE,-1.461999999999989,1.4630000000001928,FALSE,TRUE,5,other error,5
Santa got stuck up a chimney,wouldn't it,CHI,MOT,FALSE,44,FALSE,-2.8570000000000277,2.90300000000002,TRUE,FALSE,6,no error,3
he began to yell,shout,CHI,MOT,FALSE,44,FALSE,0.023000000000024556,2.147999999999911,TRUE,FALSE,4,no error,1
when I make crush that it gots got dough in,sorry,CHI,MOT,TRUE,44,FALSE,0.5919999999999845,4.817999999999984,TRUE,FALSE,10,other error,1
and he's called little slowy coachie coach coach coach,he's called a slow coach is he,CHI,MOT,FALSE,44,FALSE,-0.9979999999999336,4.492999999999938,TRUE,FALSE,10,no error,8
okay cat biscuits,there we are puss,CHI,MOT,FALSE,44,FALSE,-2.2990000000002055,2.9950000000001182,FALSE,TRUE,3,no error,4
had a very doughy nose,very shiny nose,CHI,MOT,FALSE,44,FALSE,-1.3350000000000364,2.97199999999998,TRUE,FALSE,5,no error,3
lights,don't don't don't touch it please,CHI,MOT,FALSE,44,FALSE,0.010999999999967258,0.581000000000131,FALSE,TRUE,1,no error,9
had a very shiny nose,and if you ever saw it,CHI,MOT,FALSE,44,FALSE,0.12800000000015643,3.4479999999998654,TRUE,FALSE,5,no error,6
no they said do not do any Ruldoph games,oh right,CHI,MOT,TRUE,44,FALSE,0.10400000000004184,4.52800000000002,TRUE,FALSE,9,other error,2
had a very shiny nose,right now would you like to,CHI,MOT,FALSE,44,FALSE,0.2319999999999709,2.7870000000000346,TRUE,FALSE,5,no error,6
had a very shiny nose,very shiny nose,CHI,MOT,FALSE,44,FALSE,-2.6700000000000728,3.796000000000049,TRUE,FALSE,5,no error,3
oh I found another,another fork,CHI,MOT,FALSE,44,FALSE,0,1.1610000000000582,TRUE,FALSE,4,no error,2
look what I found,twelve xxx,CHI,MOT,FALSE,44,FALSE,-0.6150000000002365,1.393000000000029,TRUE,FALSE,4,no error,2
I love,you do don't you,CHI,MOT,FALSE,44,FALSE,-0.48700000000008004,1.1840000000001965,FALSE,TRUE,2,no error,5
no it didn't,pardon,CHI,MOT,FALSE,44,FALSE,0.17399999999997817,2.5779999999999745,TRUE,FALSE,4,no error,1
it had snowed,it would be awful if it did snow on top of strawberries because when we grow strawberries in the summer the last thing we want is snow coming down isn't it,CHI,MOT,TRUE,44,FALSE,0.3809999999998581,1.8690000000001419,TRUE,FALSE,3,other error,32
just got one more thing to do,with lots,CHI,MOT,FALSE,45,FALSE,1.1260000000000332,2.125,TRUE,FALSE,7,no error,2
when you was going in a driveway do you know what he saw,no,CHI,MOT,TRUE,45,FALSE,-0.19800000000003593,4.5750000000000455,TRUE,FALSE,13,other error,1
Mummy you might get spiked,do you think those came with the rescue set from Margaret,CHI,MOT,FALSE,45,FALSE,-0.9759999999999991,2.5430000000000064,TRUE,FALSE,5,no error,11
they did,now the firefighters definitely did didn't they,CHI,MOT,FALSE,45,FALSE,-0.6150000000000091,0.6730000000000018,TRUE,FALSE,2,no error,8
I xxx fell over fire engine,well there's a little fire engine,CHI,MOT,FALSE,45,FALSE,0.5450000000000728,2.7749999999999773,TRUE,FALSE,6,no error,7
Mummy you spoiled it Mummy xxx,I haven't spoiled it,CHI,MOT,FALSE,45,FALSE,-0.10500000000001819,5.980000000000018,TRUE,FALSE,6,no error,5
Mummy I wanted to do it,Thomas I am absolutely fed up of you crying,CHI,MOT,FALSE,45,FALSE,-0.010999999999967258,4.329999999999927,TRUE,FALSE,6,no error,9
I don't like wrapping presents,you don't like wrapping presents,CHI,MOT,FALSE,45,FALSE,-0.15099999999983993,3.8079999999999927,FALSE,TRUE,6,no error,6
rabbits and fishys,that's right,CHI,MOT,FALSE,45,FALSE,0.26700000000005275,3.4249999999999545,FALSE,TRUE,3,no error,3
oh Santa's little helpers,yes,CHI,MOT,FALSE,45,FALSE,-0.45299999999997453,3.668999999999869,FALSE,TRUE,5,no error,1
now I better not cut thingys,you've had good fun doing this haven't you,CHI,MOT,FALSE,45,FALSE,3.843999999999596,2.4030000000002474,FALSE,TRUE,6,no error,10
I won't get messys,no no but there's all this Sellotape that needs using up look,CHI,MOT,TRUE,45,FALSE,0.5149999999998727,1.3460000000000036,FALSE,TRUE,5,other error,13
gold rings,that's right,CHI,MOT,FALSE,45,FALSE,-2.158999999999992,2.158999999999992,FALSE,TRUE,2,no error,3
look what I got,one more piece,CHI,MOT,FALSE,45,FALSE,2.0319999999999254,1.2770000000000437,TRUE,FALSE,4,no error,3
with the windows in and now did it went bang,well Daddy said it all burnt to the ground,CHI,MOT,TRUE,45,FALSE,-0.0340000000001055,3.227000000000089,TRUE,FALSE,10,other error,9
I didn't but I saw treading on wires,treading on the wires,CHI,MOT,TRUE,45,FALSE,0.5809999999999995,4.098000000000001,TRUE,FALSE,9,other error,4
sing a song of shepherds,sing a song of shepherds,CHI,MOT,FALSE,45,FALSE,0.4760000000001128,2.786000000000058,FALSE,TRUE,5,no error,5
got it,yes that's right,CHI,MOT,FALSE,45,FALSE,0.1390000000000029,0.7550000000000026,TRUE,FALSE,2,no error,4
got hole,cheese box and margarine,CHI,MOT,FALSE,45,FALSE,-1.0209999999999937,1.0219999999999985,TRUE,FALSE,2,no error,4
and then I have thicker dinners at Mrs_Plattford's,pardon,CHI,MOT,FALSE,45,FALSE,0,3.25,FALSE,TRUE,10,no error,1
I have thicker dinners at Mrs_Plattford's when I'm four,you had what at Mrs_Plattford's when your four,CHI,MOT,FALSE,45,FALSE,0.13600000000008095,3.435999999999922,FALSE,TRUE,12,no error,10
over the things and far away,far away,CHI,MOT,FALSE,45,FALSE,-1.5480000000000018,4.110000000000014,FALSE,TRUE,6,no error,2
three little ducks went swimming one day,you're taking a hula hoop off,CHI,MOT,FALSE,45,FALSE,-2.159999999999968,4.586000000000013,TRUE,TRUE,7,no error,7
Mummy duck said quack quack quack,Mummy duck said quack quack quack quack,CHI,MOT,FALSE,45,FALSE,-3.796000000000049,3.796000000000049,TRUE,FALSE,6,no error,7
only none little ducks came back,only none little ducks came back,CHI,MOT,FALSE,45,FALSE,-0.047000000000025466,3.3319999999999936,TRUE,TRUE,6,no error,6
three little frogs went,no,CHI,MOT,FALSE,45,FALSE,0,2.8330000000000837,TRUE,TRUE,4,no error,1
Mummy frog said ribbit and only one little duck came back,we're back on the ducks,CHI,MOT,FALSE,45,FALSE,-0.18499999999994543,8.633000000000038,TRUE,FALSE,11,no error,6
three little ducks,sat on a speckled log,CHI,MOT,FALSE,45,FALSE,0.04599999999982174,2.6590000000001055,FALSE,TRUE,3,no error,5
and only two little ducks came back,do two little speckled frogs,CHI,MOT,FALSE,45,FALSE,1.3209999999999127,4.447000000000116,TRUE,TRUE,7,no error,5
did we,there we are,CHI,MOT,FALSE,45,FALSE,-1.1000000000001364,1.3350000000000364,TRUE,FALSE,2,no error,3
could you put the sweets near me,there you are,CHI,MOT,FALSE,45,FALSE,-0.3250000000000455,3.2509999999999764,FALSE,TRUE,7,no error,3
done,and a grey,CHI,MOT,FALSE,45,FALSE,0.15100000000029468,1.2649999999998727,TRUE,FALSE,1,no error,3
Mummy the mice,they're nice are they,CHI,MOT,FALSE,45,FALSE,-0.16300000000001091,0.5460000000002765,FALSE,TRUE,3,no error,5
have we not got any,I can't work out which is black and which is green,CHI,MOT,FALSE,46,FALSE,-0.6730000000000018,1.7180000000000177,TRUE,FALSE,5,no error,12
I did heard it,yes,CHI,MOT,TRUE,46,FALSE,0.03399999999999892,1.1150000000000002,TRUE,FALSE,4,other error,1
what happened rain so he done that,he put the cloth over his van did he,CHI,MOT,TRUE,46,FALSE,0.5589999999999691,3.6679999999998927,TRUE,FALSE,7,other error,9
